,X,cnty_rte,milepost,CASENO,severity,light,numvehs,numlanes,mediantype,medwidth,speed,volume,ruralurban
3966,11015 37MD-14.515-201401102320371105278,11015 37MD,14.515,2.01E+20,4,NDL,2,> 4,D,75,H,272000,U
3967,11015 37MD-14.843-201401121722371106603,11015 37MD,14.843,2.01E+20,3,DL,2,> 4,D,75,H,272000,U
3968,11015 37MD-15.33-201401090720964513033,11015 37MD,15.33,2.01E+20,4,DL,2,> 4,D,75,H,258000,U
3969,11015 37MD-17.144-201401141615964515580,11015 37MD,17.144,2.01E+20,3,DL,3,> 4,D,70,H,249000,U
3970,11015 37MD-20.07-201401142045964515046,11015 37MD,20.07,2.01E+20,5,NDL,1,> 4,D,56,H,229000,U
3971,11015 37MD-20.37-201401011243964513383,11015 37MD,20.37,2.01E+20,5,DL,2,> 4,D,56,H,229000,U
3972,11015 37MD-22.744-201401090820964513111,11015 37MD,22.744,2.01E+20,5,DL,2,> 4,D,56,H,213000,U
3973,11015 37MD-23.58-201401031755964518149,11015 37MD,23.58,2.01E+20,5,NDL,2,> 4,D,56,H,204000,U
3974,11015 37MD-25.73-201401110915964516349,11015 37MD,25.73,2.01E+20,5,DL,1,> 4,D,56,H,196000,U
3975,11015 37MD-26.728-201401041635965015830,11015 37MD,26.728,2.01E+20,5,DL,2,> 4,D,56,H,202000,U
3976,11015 37MD-26.92-201401031700965017328,11015 37MD,26.92,2.01E+20,4,DL,2,> 4,D,56,H,202000,U
3977,11015 37MD-26.92-201401031701965017328,11015 37MD,26.92,2.01E+20,5,DL,2,> 4,D,56,H,202000,U
3978,11015 37MD-27.1-201401111045965012168,11015 37MD,27.1,2.01E+20,4,DL,2,> 4,D,56,H,194000,U
3979,11015 37MD-27.29-201401080740965012168,11015 37MD,27.29,2.01E+20,5,DL,3,> 4,D,56,H,194000,U
3980,11015 37MD-4.46-201401101800964519241,11015 37MD,4.46,2.01E+20,1,NDL,3,> 4,D,54,H,160000,U
3981,11015 37MD-4.749-201401141900371107053,11015 37MD,4.749,2.01E+20,4,NDL,2,> 4,D,54,H,158000,U
3982,11015 37MD-4.89-201401010325964515046,11015 37MD,4.89,2.01E+20,4,NDL,1,> 4,D,54,H,158000,U
3983,11015 37MD-4.91-201401011730964517524,11015 37MD,4.91,2.01E+20,5,NDL,2,> 4,D,54,H,158000,U
3984,11015 37MD-4.94-201401061735964518801,11015 37MD,4.94,2.01E+20,2,NDL,3,> 4,D,54,H,158000,U
3985,11015 37RD-0.45-201401100657964519344,11015 37RD,0.45,2.01E+20,3,NDL,3,> 4,D,30,H,98000,U
3986,11015 37RD-0.62-201401081650964516728,11015 37RD,0.62,2.01E+20,4,DL,3,> 4,D,30,H,109000,U
3987,11015 37RD-0.773-201401071615964517524,11015 37RD,0.773,2.01E+20,5,DL,1,> 4,D,22,H,109000,U
3988,11015 37RD-0.78-201401061730964508587,11015 37RD,0.78,2.01E+20,5,NDL,2,> 4,D,22,H,109000,U
3989,11015 37RD-10.155-201401091722964515580,11015 37RD,10.155,2.01E+20,4,NDL,2,> 4,D,84,H,151000,U
3990,11015 37RD-10.156-201401091810964515580,11015 37RD,10.156,2.01E+20,5,NDL,2,> 4,D,84,H,151000,U
3991,11015 37RD-10.432-201401111540964519241,11015 37RD,10.432,2.01E+20,5,DL,2,> 4,D,84,H,151000,U
3992,11015 37RD-10.853-201401052110964519049,11015 37RD,10.853,2.01E+20,2,NDL,1,> 4,D,84,H,178000,U
3993,11015 37RD-10.98-201401061720964517498,11015 37RD,10.98,2.01E+20,2,NDL,3,> 4,D,84,H,178000,U
3994,11015 37RD-28.93-201401052120965018296,11015 37RD,28.93,2.01E+20,5,NDL,2,> 4,D,69,H,216000,U
3995,11015 37RD-30.05-201401091230965012168,11015 37RD,30.05,2.01E+20,5,DL,2,> 4,D,69,H,216000,U
3996,11015 37RD-30.97-201401141805965015788,11015 37RD,30.97,2.01E+20,5,NDL,2,> 4,D,46,H,217000,U
3997,11015 37RD-31.11-201401131805965017905,11015 37RD,31.11,2.01E+20,3,NDL,6,> 4,D,46,H,217000,U
3998,11015 37RD-42.25-201401051715965018011,11015 37RD,42.25,2.01E+20,4,NDL,4,> 4,D,70,H,115000,R
3999,11015 37RD-50.34-201401090425965017028,11015 37RD,50.34,2.01E+20,5,NDL,2,> 4,D,70,H,126000,R
4000,11015 37RD-50.53-201401091730965017328,11015 37RD,50.53,2.01E+20,5,NDL,2,> 4,D,70,H,126000,R
4001,11015 37RD-50.53-201401141640965015446,11015 37RD,50.53,2.01E+20,5,DL,2,> 4,D,70,H,126000,R
4002,11015 37RD-51.06-201401062315965018675,11015 37RD,51.06,2.01E+20,5,NDL,1,> 4,D,70,H,134000,R
4003,11015 37RD-9.8-201401121645964518950,11015 37RD,9.8,2.01E+20,5,DL,1,> 4,D,84,H,169000,U
4004,11015 37RD-9.97-201401131215964514692,11015 37RD,9.97,2.01E+20,5,DL,1,> 4,D,84,H,169000,U
4005,11015 37RD-9.97-201401131216964514692,11015 37RD,9.97,2.01E+20,5,DL,1,> 4,D,84,H,169000,U
4006,11015S37 D-30.05-201401080735965012168,11015S37 D,30.05,2.01E+20,3,DL,2,4,D,4,H,16500,U
4007,11052 37 D-12.77-201401091545964516139,11052 37 D,12.77,2.01E+20,5,DL,2,> 4,D,78,H,28523,U
4008,11052 37 D-12.77-201401101800964518846,11052 37 D,12.77,2.01E+20,4,NDL,3,> 4,D,78,H,28523,U
4009,11052 37 D-12.8-201401131730964517529,11052 37 D,12.8,2.01E+20,5,DL,4,> 4,D,78,H,28523,U
4010,11052 37 D-13.17-201401141900964517297,11052 37 D,13.17,2.01E+20,5,NDL,2,> 4,D,78,H,26500,U
4011,11052 37 D-15.32-201401100744968013253,11052 37 D,15.32,2.01E+20,5,DL,2,4,D,20,H,10001,U
4012,11052 37 D-16.1-201401091421370004871,11052 37 D,16.1,2.01E+20,4,DL,2,4,D,20,H,10001,U
4013,11052 37 D-16.45-201401071425968019836,11052 37 D,16.45,2.01E+20,3,DL,1,> 4,D,20,H,10001,U
4014,11052 37 D-2.412-201401110945964514909,11052 37 D,2.412,2.01E+20,5,DL,1,4,D,94,H,86000,U
4015,11052 37 D-2.656-201401131535964512777,11052 37 D,2.656,2.01E+20,4,DL,2,4,D,94,H,86000,U
4016,11052 37 D-3.56-201401102245964519497,11052 37 D,3.56,2.01E+20,5,NDL,1,4,D,82,H,50000,U
4017,11052 37 D-3.56-201401102308964519712,11052 37 D,3.56,2.01E+20,1,NDL,1,4,D,82,H,50000,U
4018,11052 37 D-3.56-201401102309964519712,11052 37 D,3.56,2.01E+20,4,NDL,2,4,D,82,H,50000,U
4019,11052 37 D-3.56-201401102311964519445,11052 37 D,3.56,2.01E+20,4,NDL,2,4,D,82,H,50000,U
4020,11052 37 D-3.56-201401102312964519577,11052 37 D,3.56,2.01E+20,5,NDL,2,4,D,82,H,50000,U
4021,11052 37 D-5.3-201401100835964516816,11052 37 D,5.3,2.01E+20,4,DL,6,> 4,D,46,H,47501,U
4022,11052 37 D-7.01-201401060830964514909,11052 37 D,7.01,2.01E+20,4,DL,2,> 4,D,70,H,16789,U
4023,11052 37 D-7.89-201401120850964514692,11052 37 D,7.89,2.01E+20,5,DL,1,> 4,D,58,H,14500,U
4024,11052 37 D-8.81-201401092020964517297,11052 37 D,8.81,2.01E+20,5,NDL,2,> 4,D,58,H,42500,U
4025,11054 37TD-11.846-201401100756968019410,11054 37TD,11.846,2.01E+20,5,DL,1,4,D,14,I,22900,U
4026,11054 37TD-11.995-201401091550968019418,11054 37TD,11.995,2.01E+20,5,DL,2,4,D,14,I,22900,U
4027,11056 37 D-1.56-201401101600964518095,11056 37 D,1.56,2.01E+20,3,DL,3,> 4,D,54,H,79000,U
4028,11056 37 D-4.82-201401102035964518871,11056 37 D,4.82,2.01E+20,3,NDL,1,> 4,D,86,H,65000,U
4029,11056 37 D-5.5-201401060835964518344,11056 37 D,5.5,2.01E+20,4,DL,3,> 4,D,86,H,65000,U
4030,11056 37 D-7.64-201401032220964518871,11056 37 D,7.64,2.01E+20,5,NDL,2,> 4,D,86,H,76000,U
4031,11056 37 D-7.73-201401032020964519676,11056 37 D,7.73,2.01E+20,2,NDL,2,> 4,D,86,H,76000,U
4032,11056 37 D-7.737-201401071725964515580,11056 37 D,7.737,2.01E+20,4,NDL,2,> 4,D,94,H,76000,U
4033,11067 37 D-23.741-201401051815968017928,11067 37 D,23.741,2.01E+20,5,NDL,2,4,D,12,I,20200,B
4034,11067 37 D-9.33-201401070533968013253,11067 37 D,9.33,2.01E+20,4,NDL,2,4,D,12,H,19300,U
4035,11067 37 U-11.82-201401111310968019946,11067 37 U,11.82,2.01E+20,4,DL,3,3,UD,0,I,19300,R
4036,11067 37 U-19.6-201401021437968019729,11067 37 U,19.6,2.01E+20,4,DL,3,2,UD,0,I,24000,R
4037,11067 37 U-7.44-201401102124968016694,11067 37 U,7.44,2.01E+20,4,NDL,2,2,UD,0,H,21248,U
4038,11067 37RD-0.26-201401041950968019910,11067 37RD,0.26,2.01E+20,4,NDL,4,4,D,99,H,45500,U
4039,11067 37RD-0.981-201401010300968016494,11067 37RD,0.981,2.01E+20,5,NDL,1,> 4,D,46,H,94000,U
4040,11067 37RD-10.52-201401072225968013686,11067 37RD,10.52,2.01E+20,5,NDL,1,4,D,12,H,19300,R
4041,11067 37RD-3.81-201401041628968019910,11067 37RD,3.81,2.01E+20,3,DL,1,4,D,70,H,72000,U
4042,11075 37 D-17.45-201401051329370301246,11075 37 D,17.45,2.01E+20,4,DL,3,4,D,22,I,24000,U
4043,11075 37 D-19.486-201401060712370301270,11075 37 D,19.486,2.01E+20,5,DL,2,4,D,38,L,27500,U
4044,11075 37RD-20.74-201401100545964517990,11075 37RD,20.74,2.01E+20,5,NDL,2,> 4,D,12,I,66686,U
4045,11075 37RD-20.74-201401101118964517990,11075 37RD,20.74,2.01E+20,5,DL,2,> 4,D,12,I,66686,U
4046,11075 37RD-21.91-201401031200964519322,11075 37RD,21.91,2.01E+20,5,DL,2,> 4,D,4,I,64552,U
4047,11075 37RL-19.93-201401051446370301233,11075 37RL,19.93,2.01E+20,3,DL,1,3,D,99,L,31000,U
4048,11076 37 U-11.98-201401101930965019227,11076 37 U,11.98,2.01E+20,4,NDL,2,2,UD,0,I,31060,U
4049,11076 37 U-12-201401031030965018321,11076 37 U,12,2.01E+20,4,DL,2,2,UD,0,I,37500,U
4050,11076 37 U-12.35-201401140900965018321,11076 37 U,12.35,2.01E+20,4,DL,1,3,UD,0,I,37500,U
4051,11076 37 U-14.64-201401061725965017621,11076 37 U,14.64,2.01E+20,4,NDL,3,2,UD,0,I,17200,U
4052,11076 37 U-15.23-201401122000965019227,11076 37 U,15.23,2.01E+20,3,NDL,2,2,UD,0,I,22500,R
4053,11076 37 U-16-201401141700965016275,11076 37 U,16,2.01E+20,5,NDL,3,2,UD,0,I,22500,R
4054,11076 37 U-16.71-201401031705965019227,11076 37 U,16.71,2.01E+20,5,NDL,2,2,UD,0,I,22500,R
4055,11076 37 U-27.73-201401062130965018296,11076 37 U,27.73,2.01E+20,4,NDL,3,2,UD,0,I,10600,R
4056,11076 37 U-32.87-201401142105965018296,11076 37 U,32.87,2.01E+20,5,NDL,2,2,UD,0,I,4100,R
4057,11076 37 U-37.85-201401130635965015027,11076 37 U,37.85,2.01E+20,3,DL,1,2,UD,0,I,2863,R
4058,11076 37 U-52.08-201401020950968015081,11076 37 U,52.08,2.01E+20,5,DL,1,2,UD,0,I,1600,R
4059,11076 37MD-2.78-201401110950371001211,11076 37MD,2.78,2.01E+20,4,DL,2,4,D,30,H,52000,U
4060,11076 37MD-2.8-201401011225371001325,11076 37MD,2.8,2.01E+20,3,DL,3,4,D,30,H,52000,U
4061,11076 37RD-0.24-201401071700371001322,11076 37RD,0.24,2.01E+20,3,NDL,2,> 4,D,28,I,47500,U
4062,11076 37RD-1.58-201401111714371001063,11076 37RD,1.58,2.01E+20,4,NDL,3,4,D,28,I,48000,U
4063,11076 37RD-17.41-201401010810965015273,11076 37RD,17.41,2.01E+20,5,DL,2,2,D,16,I,12593,R
4064,11076 37RD-2.01-201401080553371001234,11076 37RD,2.01,2.01E+20,3,NDL,6,4,D,28,I,48000,U
4065,11076 37RD-4.87-201401120113371000652,11076 37RD,4.87,2.01E+20,4,NDL,2,4,D,54,H,44000,U
4066,11076 37RD-6.78-201401111515371001304,11076 37RD,6.78,2.01E+20,5,DL,2,4,D,42,H,37500,U
4067,11078 13 U-13.169-201401021740962518464,11078 13 U,13.169,2.01E+20,4,NDL,1,2,UD,0,H,670,R
4068,11078 37 D-1.367-201401010724371001059,11078 37 D,1.367,2.01E+20,3,DL,2,> 4,D,22,H,119000,U
4069,11078 37 D-1.586-201401031009371000873,11078 37 D,1.586,2.01E+20,5,DL,2,> 4,D,22,H,135000,U
4070,11078 37 D-1.8-201401141750965015531,11078 37 D,1.8,2.01E+20,4,NDL,3,> 4,D,22,H,135000,U
4071,11078 37 D-11.41-201401060320965018296,11078 37 D,11.41,2.01E+20,5,NDL,1,> 4,D,22,H,137000,U
4072,11078 37 D-14.18-201401050840965018496,11078 37 D,14.18,2.01E+20,5,DL,1,> 4,D,22,H,163000,U
4073,11078 37 D-14.23-201401051020965018496,11078 37 D,14.23,2.01E+20,3,DL,2,> 4,D,22,H,163000,U
4074,11078 37 D-14.59-201401022200965017056,11078 37 D,14.59,2.01E+20,5,NDL,2,> 4,D,22,H,162000,U
4075,11078 37 D-14.85-201401030645965018496,11078 37 D,14.85,2.01E+20,3,DL,2,> 4,D,22,H,162000,U
4076,11078 37 D-2.92-201401061515965013452,11078 37 D,2.92,2.01E+20,5,DL,2,> 4,D,22,H,135000,U
4077,11078 37 D-4.66-201401091110965013570,11078 37 D,4.66,2.01E+20,4,DL,2,> 4,D,22,H,129000,U
4078,11078 37 D-5.724-201401100857370005502,11078 37 D,5.724,2.01E+20,5,DL,2,> 4,D,22,H,129000,U
4079,11078 37 D-6.103-201401091145965013570,11078 37 D,6.103,2.01E+20,5,DL,2,> 4,D,22,H,124000,U
4080,11078 37 D-6.22-201401110645965015302,11078 37 D,6.22,2.01E+20,5,NDL,2,> 4,D,22,H,124000,U
4081,11078 37 D-6.27-201401110630965015906,11078 37 D,6.27,2.01E+20,5,DL,1,> 4,D,22,H,124000,U
4082,11078 37 D-6.75-201401101030965013570,11078 37 D,6.75,2.01E+20,5,DL,3,> 4,D,22,H,124000,U
4083,11078 37 D-8.21-201401102140965017331,11078 37 D,8.21,2.01E+20,5,NDL,2,> 4,D,22,H,127000,U
4084,11078 37 D-8.89-201401031830965018011,11078 37 D,8.89,2.01E+20,5,NDL,2,> 4,D,22,H,127000,U
4085,11078 37 D-8.93-201401031041965015600,11078 37 D,8.93,2.01E+20,5,DL,1,> 4,D,22,H,127000,U
4086,11078 37 D-8.954-201401111705370002560,11078 37 D,8.954,2.01E+20,5,DL,2,> 4,D,22,H,127000,U
4087,11078 37 D-9.67-201401090700965013570,11078 37 D,9.67,2.01E+20,5,DL,2,4,D,46,H,133000,U
4088,11078 37 U-19.865-201401101822965016485,11078 37 U,19.865,2.01E+20,4,NDL,2,2,UD,0,I,16511,U
4089,11078 37 U-36.32-201401110830968016822,11078 37 U,36.32,2.01E+20,3,DL,1,4,UD,0,I,9200,B
4090,11078 37 U-37.18-201401021225968016822,11078 37 U,37.18,2.01E+20,5,DL,2,2,UD,0,I,7300,B
4091,11078 37 U-40.18-201401111532968018672,11078 37 U,40.18,2.01E+20,3,DL,1,2,UD,0,I,7300,R
4092,11078 37 U-52.44-201401140730968015081,11078 37 U,52.44,2.01E+20,5,DL,1,2,UD,0,I,4000,R
4093,11078 37 U-67.33-201401031700968015081,11078 37 U,67.33,2.01E+20,4,NDL,1,2,UD,0,I,1067,R
4094,11078 37 U-68-201401011608968015081,11078 37 U,68,2.01E+20,4,DL,1,2,UD,0,I,1067,R
4095,11078 37 U-71.48-201401121335968016878,11078 37 U,71.48,2.01E+20,5,DL,1,2,UD,0,I,1050,R
4096,11078 37RD-16.34-201401132342965016487,11078 37RD,16.34,2.01E+20,3,NDL,1,4,D,46,H,160000,U
4097,11078 37RD-16.44-201401081720965015830,11078 37RD,16.44,2.01E+20,4,NDL,3,4,D,46,H,160000,U
4098,11078 37RD-16.56-201401141720965015788,11078 37RD,16.56,2.01E+20,5,NDL,1,4,D,46,H,81000,U
4099,11078 37RD-17.134-201401021657965016026,11078 37RD,17.134,2.01E+20,5,NDL,2,4,D,46,H,81000,U
4100,11079 37 U-1-201401041745968019490,11079 37 U,1,2.01E+20,5,NDL,1,2,UD,0,I,2339,R
4101,11079 37 U-25.4-201401101223968015081,11079 37 U,25.4,2.01E+20,4,DL,1,2,UD,0,H,2888,R
4102,11086 13 D-20.64-201401011255130100924,11086 13 D,20.64,2.01E+20,5,DL,1,4,D,12,I,16600,B
4103,11086 13 D-20.77-201401091050130100924,11086 13 D,20.77,2.01E+20,5,DL,2,4,D,22,I,16600,B
4104,11086 13 D-9.3-201401031203130600404,11086 13 D,9.3,2.01E+20,5,DL,2,4,D,36,I,22564,U
4105,11086 13 U-0.68-201401071410962517432,11086 13 U,0.68,2.01E+20,4,DL,2,2,UD,0,H,5714,R
4106,11086 13 U-1.8-201401021532962518468,11086 13 U,1.8,2.01E+20,5,DL,2,2,UD,0,H,6000,R
4107,11086 13 U-19.09-201401100655962515990,11086 13 U,19.09,2.01E+20,5,DL,1,4,UD,0,I,13389,B
4108,11086 13 U-19.86-201401112329130100903,11086 13 U,19.86,2.01E+20,5,NDL,2,4,UD,0,I,18700,B
4109,11086 13LD-8.29-201401100757130400349,11086 13LD,8.29,2.01E+20,4,DL,2,4,D,16,I,17700,U
4110,11094 37 D-1.94-201401080650964516766,11094 37 D,1.94,2.01E+20,5,DL,3,> 4,D,22,H,127000,U
4111,11094 37 D-14.33-201401131840968018268,11094 37 D,14.33,2.01E+20,4,NDL,4,> 4,D,24,I,42500,U
4112,11094 37 D-17.352-201401100645968015578,11094 37 D,17.352,2.01E+20,5,DL,2,3,D,14,I,15708,U
4113,11094 37 D-2.06-201401131025964515494,11094 37 D,2.06,2.01E+20,5,DL,2,> 4,D,22,H,127000,U
4114,11094 37 D-3.06-201401141317964516766,11094 37 D,3.06,2.01E+20,1,DL,2,> 4,D,99,H,147000,U
4115,11094 37 D-3.1-201401110540968019410,11094 37 D,3.1,2.01E+20,5,NDL,1,> 4,D,99,H,147000,U
4116,11094 37 D-3.133-201401060705964519322,11094 37 D,3.133,2.01E+20,4,DL,1,> 4,D,99,H,147000,U
4117,11094 37 D-3.67-201401030735964519322,11094 37 D,3.67,2.01E+20,5,DL,2,> 4,D,22,H,129000,U
4118,11094 37 D-3.86-201401140605964514909,11094 37 D,3.86,2.01E+20,5,NDL,2,> 4,D,22,H,129000,U
4119,11094 37 D-4.94-201401140600964516766,11094 37 D,4.94,2.01E+20,5,DL,3,> 4,D,22,H,173000,U
4120,11094 37 D-5.013-201401081545964517498,11094 37 D,5.013,2.01E+20,5,DL,1,> 4,D,17,H,173000,U
4121,11094 37 D-5.14-201401071450964517524,11094 37 D,5.14,2.01E+20,5,DL,2,> 4,D,17,H,173000,U
4122,11094 37 D-6.04-201401082330964517297,11094 37 D,6.04,2.01E+20,5,NDL,1,> 4,D,17,H,162000,U
4123,11094 37 D-6.09-201401082340964517297,11094 37 D,6.09,2.01E+20,5,NDL,1,> 4,D,17,H,162000,U
4124,11094 37 D-6.09-201401082345964516138,11094 37 D,6.09,2.01E+20,5,NDL,2,> 4,D,17,H,162000,U
4125,11094 37 D-7.633-201401031515371106236,11094 37 D,7.633,2.01E+20,4,DL,2,> 4,D,22,H,146000,U
4126,11094 37 D-7.7-201401021935968018979,11094 37 D,7.7,2.01E+20,4,NDL,1,> 4,D,22,H,146000,U
4127,11094 37 D-8.05-201401040050968018136,11094 37 D,8.05,2.01E+20,4,NDL,1,> 4,D,22,H,127000,U
4128,11094 37 D-9.13-201401141750968019490,11094 37 D,9.13,2.01E+20,4,NDL,2,> 4,D,22,H,132000,U
4129,11094 37 U-27.43-201401011510968018979,11094 37 U,27.43,2.01E+20,3,DL,1,2,UD,0,I,6400,R
4130,11094 37 U-27.44-201401111150968018152,11094 37 U,27.44,2.01E+20,4,DL,1,2,UD,0,I,6400,R
4131,11094 37 U-47.53-201401040930968017460,11094 37 U,47.53,2.01E+20,4,DL,1,2,UD,0,I,1529,R
4132,11094 37 U-63.231-201401090755968015766,11094 37 U,63.231,2.01E+20,4,DL,2,2,UD,0,I,534,R
4133,11094 37RD-10.88-201401080724968015578,11094 37RD,10.88,2.01E+20,5,DL,2,> 4,D,46,H,86000,U
4134,11094 37RD-11.16-201401101557968019870,11094 37RD,11.16,2.01E+20,3,DL,2,4,D,62,H,77000,U
4135,11094 37RD-12.653-201401121848968019870,11094 37RD,12.653,2.01E+20,4,NDL,1,4,D,62,H,66000,U
4136,11094 37RR-10.53-201401080745968015965,11094 37RR,10.53,2.01E+20,5,DL,2,3,D,99,H,132000,U
4137,11094 37RU-17.95-201401091220968019410,11094 37RU,17.95,2.01E+20,5,DL,2,2,UD,0,I,16100,U
4138,11094 37RU-47.1-201401142210968016102,11094 37RU,47.1,2.01E+20,5,NDL,1,2,UD,0,I,1512,R
4139,11098 13 U-30.57-201401070412962518792,11098 13 U,30.57,2.01E+20,5,NDL,1,2,UD,0,H,8300,R
4140,11098 13 U-36.63-201401031534962517075,11098 13 U,36.63,2.01E+20,5,DL,2,2,UD,0,H,11000,R
4141,11111 13RD-18.79-201401040533962517731,11111 13RD,18.79,2.01E+20,5,NDL,2,4,D,62,H,10985,R
4142,11111 13RD-22.01-201401100630962519667,11111 13RD,22.01,2.01E+20,4,DL,1,4,D,62,H,10206,R
4143,11111 13RD-4.73-201401061535962517432,11111 13RD,4.73,2.01E+20,5,DL,2,4,D,43,H,35000,R
4144,11111 13RD-6.23-201401051505962517432,11111 13RD,6.23,2.01E+20,4,DL,2,4,D,43,H,30500,R
4145,11115 13 U-16.67-201401081345962519225,11115 13 U,16.67,2.01E+20,5,DL,1,2,UD,0,H,2852,R
4146,11115 13 U-28.37-201401030530962519667,11115 13 U,28.37,2.01E+20,3,NDL,1,2,UD,0,H,1000,R
4147,11125 37 D-10.432-201401091800968019910,11125 37 D,10.432,2.01E+20,4,NDL,2,4,D,99,H,93000,U
4148,11125 37 D-10.432-201401121045968015962,11125 37 D,10.432,2.01E+20,5,DL,2,4,D,99,H,93000,U
4149,11125 37 D-10.882-201401111755968019418,11125 37 D,10.882,2.01E+20,4,NDL,2,> 4,D,85,H,112000,U
4150,11125 37 D-11.05-201401041130968018152,11125 37 D,11.05,2.01E+20,3,DL,2,> 4,D,85,H,112000,U
4151,11125 37 D-12.762-201401041035968018152,11125 37 D,12.762,2.01E+20,5,DL,2,4,D,6,H,112000,U
4152,11125 37 D-12.762-201401071720968017389,11125 37 D,12.762,2.01E+20,4,NDL,1,4,D,6,H,112000,U
4153,11125 37 D-14.1-201401090641968015578,11125 37 D,14.1,2.01E+20,5,DL,3,> 4,D,85,H,161000,U
4154,11125 37RD-15.18-201401131758968019836,11125 37RD,15.18,2.01E+20,4,NDL,2,4,D,99,H,148000,U
4155,11163 37 D-0.661-201401110318964519496,11163 37 D,0.661,2.01E+20,5,NDL,1,4,D,99,H,54000,U
4156,11163 37 D-1.52-201401101038964516173,11163 37 D,1.52,2.01E+20,4,DL,2,4,D,54,H,110000,U
4157,11163 37 D-1.56-201401051400964517678,11163 37 D,1.56,2.01E+20,3,DL,3,4,D,54,H,110000,U
4158,11163 37 D-1.79-201401100840964516173,11163 37 D,1.79,2.01E+20,5,DL,2,4,D,54,H,108000,U
4159,11163 37 D-1.94-201401021218964514461,11163 37 D,1.94,2.01E+20,5,DL,2,4,D,54,H,105000,U
4160,11163 37 D-2.39-201401130730964514692,11163 37 D,2.39,2.01E+20,5,DL,2,4,D,20,H,105000,U
4161,11163 37 D-2.89-201401130826964514669,11163 37 D,2.89,2.01E+20,5,NDL,1,> 4,D,6,H,128000,U
4162,11163 37 D-3.054-201401081755964517524,11163 37 D,3.054,2.01E+20,5,NDL,2,> 4,D,10,H,161000,U
4163,11163 37 D-3.44-201401112245964519563,11163 37 D,3.44,2.01E+20,5,NDL,1,> 4,D,10,H,161000,U
4164,11163 37 D-3.49-201401081830964517025,11163 37 D,3.49,2.01E+20,5,NDL,2,> 4,D,10,H,161000,U
4165,11163 37 D-4.36-201401081805964517524,11163 37 D,4.36,2.01E+20,5,NDL,3,> 4,D,24,H,151000,U
4166,11163 37 D-5.22-201401090830964513383,11163 37 D,5.22,2.01E+20,5,DL,2,> 4,D,22,H,174000,U
4167,11163 37 D-7.73-201401070758964512572,11163 37 D,7.73,2.01E+20,5,DL,2,> 4,D,25,H,132000,U
4168,11163 37 D-7.916-201401081250964511504,11163 37 D,7.916,2.01E+20,3,DL,1,> 4,D,25,H,132000,U
4169,11163 37RD-10.692-201401010100371105569,11163 37RD,10.692,2.01E+20,4,NDL,2,> 4,D,30,H,141000,U
4170,11805 37 D-10.456-201401011045964514922,11805 37 D,10.456,2.01E+20,5,NDL,2,> 4,D,32,H,138123,U
4171,11805 37 D-11.712-201401030744964518936,11805 37 D,11.712,2.01E+20,5,DL,1,> 4,D,32,H,138137,U
4172,11805 37 D-12.44-201401061305964516779,11805 37 D,12.44,2.01E+20,5,DL,2,> 4,D,32,H,192000,U
4173,11805 37 D-12.507-201401031935371106880,11805 37 D,12.507,2.01E+20,3,NDL,3,> 4,D,32,H,149356,U
4174,11805 37 D-12.966-201401142145964513784,11805 37 D,12.966,2.01E+20,5,NDL,2,> 4,D,32,H,184000,U
4175,11805 37 D-14.04-201401021730964516728,11805 37 D,14.04,2.01E+20,5,NDL,3,> 4,D,30,H,162860,U
4176,11805 37 D-14.07-201401090800964514461,11805 37 D,14.07,2.01E+20,4,DL,3,> 4,D,30,H,162860,U
4177,11805 37 D-14.27-201401121110964515494,11805 37 D,14.27,2.01E+20,3,DL,1,> 4,D,30,H,109747,U
4178,11805 37 D-15.55-201401141552964516728,11805 37 D,15.55,2.01E+20,1,DL,2,> 4,D,30,H,10181,U
4179,11805 37 D-15.783-201401101245964514804,11805 37 D,15.783,2.01E+20,5,DL,2,> 4,D,30,H,10171,U
4180,11805 37 D-15.985-201401082105964516864,11805 37 D,15.985,2.01E+20,3,NDL,2,> 4,D,30,H,195000,U
4181,11805 37 D-16.69-201401092221964518987,11805 37 D,16.69,2.01E+20,4,NDL,2,> 4,D,30,H,139513,U
4182,11805 37 D-16.7-201401131737964516728,11805 37 D,16.7,2.01E+20,5,NDL,2,> 4,D,30,H,139513,U
4183,11805 37 D-17.05-201401091645964517524,11805 37 D,17.05,2.01E+20,4,NDL,6,> 4,D,30,H,199000,U
4184,11805 37 D-17.85-201401040915964514804,11805 37 D,17.85,2.01E+20,5,DL,2,> 4,D,14,H,180000,U
4185,11805 37 D-17.857-201401061815964517677,11805 37 D,17.857,2.01E+20,5,NDL,2,> 4,D,14,H,180000,U
4186,11805 37 D-17.972-201401031725964518250,11805 37 D,17.972,2.01E+20,5,NDL,2,> 4,D,14,H,180000,U
4187,11805 37 D-17.975-201401070756964514461,11805 37 D,17.975,2.01E+20,4,DL,2,> 4,D,14,H,132805,U
4188,11805 37 D-18.88-201401091721964518987,11805 37 D,18.88,2.01E+20,4,NDL,4,> 4,D,30,H,43033,U
4189,11805 37 D-20.03-201401100730964514804,11805 37 D,20.03,2.01E+20,5,DL,2,> 4,D,30,H,50024,U
4190,11805 37 D-20.5-201401091830964517524,11805 37 D,20.5,2.01E+20,4,NDL,2,> 4,D,30,H,91501,U
