,X,cnty_rte,milepost,CASENO,severity,light,numvehs,numlanes,mediantype,medwidth,speed,volume,ruralurban
232,03051 34 D-3.07-201401021435925016731,03051 34 D,3.07,2.01E+20,5,DL,2,> 4,D,16,H,147795,U
233,03051 34 D-3.37-201401012149925018735,03051 34 D,3.37,2.01E+20,5,NDL,2,> 4,D,36,H,117000,U
234,03051 34 D-3.51-201401061152925013736,03051 34 D,3.51,2.01E+20,5,DL,2,> 4,D,36,H,117000,U
235,03051 34 D-4.68-201401091550925018260,03051 34 D,4.68,2.01E+20,5,DL,2,> 4,D,30,H,134119,U
236,03051 34 D-4.74-201401111245925015961,03051 34 D,4.74,2.01E+20,5,DL,1,> 4,D,30,H,134119,U
237,03051 34 D-5.39-201401072138925017620,03051 34 D,5.39,2.01E+20,4,NDL,1,> 4,D,12,I,140000,U
238,03051 34 D-6.05-201401052156925018656,03051 34 D,6.05,2.01E+20,3,NDL,3,> 4,D,12,H,115000,U
239,03051 34 D-6.06-201401022115925018126,03051 34 D,6.06,2.01E+20,5,NDL,3,> 4,D,12,H,115000,U
240,03051 34 D-6.07-201401022114925018126,03051 34 D,6.07,2.01E+20,5,NDL,1,> 4,D,12,H,115000,U
241,03051 34 D-7.865-201401061145925015518,03051 34 D,7.865,2.01E+20,5,DL,2,> 4,D,18,H,104000,U
242,03051 34 D-8.37-201401141720925016225,03051 34 D,8.37,2.01E+20,4,DL,2,> 4,D,26,H,103000,U
243,03051 34 L-3.92-201401101530925015961,03051 34 L,3.92,2.01E+20,5,DL,2,3,D,16,H,79500,U
244,03051 34 L-4-201401101800925015961,03051 34 L,4,2.01E+20,4,NDL,2,3,D,16,H,79500,U
245,03051 34 L-4.24-201401052200925018816,03051 34 L,4.24,2.01E+20,3,NDL,1,4,D,99,H,73000,U
246,03051 34 R-3.78-201401010025925016605,03051 34 R,3.78,2.01E+20,5,NDL,2,3,D,16,H,58500,U
247,03051 34 R-4.133-201401030830340400372,03051 34 R,4.133,2.01E+20,4,DL,2,4,D,99,H,78459,U
248,03065 31MD-8.215-201401031420922013868,03065 31MD,8.215,2.01E+20,4,DL,2,4,D,46,H,87000,U
249,03065 31RD-12.665-201401140845922012546,03065 31RD,12.665,2.01E+20,5,DL,2,4,D,73,H,45880,R
250,03065 31RD-5.52-201401031230922014466,03065 31RD,5.52,2.01E+20,5,DL,2,> 4,D,46,H,109000,U
251,03065 31RD-5.95-201401031645922013868,03065 31RD,5.95,2.01E+20,4,NDL,3,4,D,46,H,103000,U
252,03065 31RD-7.141-201401131400922015343,03065 31RD,7.141,2.01E+20,5,DL,2,4,D,46,H,87000,U
253,03065 31RD-7.65-201401130320922013257,03065 31RD,7.65,2.01E+20,5,NDL,1,> 4,D,46,H,87000,U
254,03065 58 D-4.099-201401081515928515976,03065 58 D,4.099,2.01E+20,4,DL,2,4,D,36,H,18400,R
255,03070 04 D-26.47-201401071550924117566,03070 04 D,26.47,2.01E+20,5,DL,1,2,D,12,H,2400,R
256,03070 04 D-5.42-201401141410924015532,03070 04 D,5.42,2.01E+20,5,DL,1,4,D,12,H,11000,R
257,03070 04 U-12.49-201401061635924014788,03070 04 U,12.49,2.01E+20,5,DL,2,2,UD,0,H,13100,B
258,03070 58 U-23.42-201401021210928517118,03070 58 U,23.42,2.01E+20,4,DL,2,2,UD,0,H,11794,U
259,03070 58 U-25.41-201401120655928514241,03070 58 U,25.41,2.01E+20,5,NDL,1,2,UD,0,H,11794,U
260,03070 58 U-25.48-201401131245928514241,03070 58 U,25.48,2.01E+20,5,DL,2,2,UD,0,H,11627,U
261,03070 58RD-8.97-201401041135928517163,03070 58RD,8.97,2.01E+20,2,DL,1,4,D,22,H,36000,U
262,03080 29 D-14.42-201401131807922217658,03080 29 D,14.42,2.01E+20,5,NDL,2,4,D,25,H,23500,B
263,03080 29 D-16.381-201401090925922219233,03080 29 D,16.381,2.01E+20,5,DL,1,4,D,36,H,23100,B
264,03080 29RD-59.33-201401111245922118489,03080 29RD,59.33,2.01E+20,5,DL,1,4,D,99,H,20000,R
265,03080 29RR-2.46-201401111700922215590,03080 29RR,2.46,2.01E+20,5,NDL,1,2,D,99,H,11700,R
266,03080 31 D-0.78-201401141920922013794,03080 31 D,0.78,2.01E+20,5,NDL,1,> 4,D,42,H,173000,U
267,03080 31 D-2.3-201401081655922013794,03080 31 D,2.3,2.01E+20,4,NDL,2,> 4,D,18,H,165000,U
268,03080 31 D-2.811-201401100840922015239,03080 31 D,2.811,2.01E+20,5,DL,2,> 4,D,18,H,165000,U
269,03080 31 D-2.97-201401061720922013794,03080 31 D,2.97,2.01E+20,4,NDL,2,> 4,D,18,H,165000,U
270,03080 31 D-3.12-201401081730922013605,03080 31 D,3.12,2.01E+20,5,NDL,5,> 4,D,18,H,169000,U
271,03080 31 D-3.26-201401120015922015197,03080 31 D,3.26,2.01E+20,5,NDL,2,> 4,D,18,H,169000,U
272,03080 31 D-3.26-201401120018922015197,03080 31 D,3.26,2.01E+20,5,NDL,2,> 4,D,18,H,169000,U
273,03080 31 D-3.26-201401120020922015197,03080 31 D,3.26,2.01E+20,5,NDL,2,> 4,D,18,H,169000,U
274,03080 31 D-3.26-201401120022922015197,03080 31 D,3.26,2.01E+20,5,NDL,2,> 4,D,18,H,169000,U
275,03080 31 D-3.68-201401031840922016665,03080 31 D,3.68,2.01E+20,4,NDL,2,> 4,D,18,H,155000,U
276,03080 31 D-37.7-201401141900922118158,03080 31 D,37.7,2.01E+20,5,NDL,1,4,D,22,H,26000,R
277,03080 31 D-41.23-201401011700922112412,03080 31 D,41.23,2.01E+20,2,NDL,1,4,D,22,H,26000,R
278,03080 31 D-6.214-201401091645310400530,03080 31 D,6.214,2.01E+20,5,NDL,2,> 4,D,22,H,91000,U
279,03080 31 D-7.07-201401111850922016665,03080 31 D,7.07,2.01E+20,4,NDL,2,> 4,D,22,H,91000,U
280,03080 31 D-8.51-201401071515922013676,03080 31 D,8.51,2.01E+20,4,DL,2,> 4,D,22,H,91000,U
281,03080 31RD-23.08-201401040140922015385,03080 31RD,23.08,2.01E+20,3,NDL,1,> 4,D,36,H,46000,R
282,03080 31RD-66.74-201401130825922115265,03080 31RD,66.74,2.01E+20,5,DL,1,4,D,99,H,26000,R
283,03080 34 D-12.21-201401050530925013773,03080 34 D,12.21,2.01E+20,2,NDL,2,> 4,D,25,H,211000,U
284,03080 34 D-12.29-201401050525925012773,03080 34 D,12.29,2.01E+20,3,NDL,2,> 4,D,25,H,211000,U
285,03080 34 D-12.675-201401120156925018785,03080 34 D,12.675,2.01E+20,4,NDL,1,> 4,D,37,H,190000,U
286,03080 34 D-14.12-201401061620925012602,03080 34 D,14.12,2.01E+20,5,DL,2,> 4,D,59,H,190000,U
287,03080 34 D-14.41-201401081825925012602,03080 34 D,14.41,2.01E+20,5,NDL,2,> 4,D,59,H,190000,U
288,03080 34 D-14.41-201401081840925012602,03080 34 D,14.41,2.01E+20,5,NDL,2,> 4,D,59,H,190000,U
289,03080 34 D-14.41-201401100655925016624,03080 34 D,14.41,2.01E+20,5,DL,2,> 4,D,59,H,190000,U
290,03080 34 D-14.501-201401031830925015369,03080 34 D,14.501,2.01E+20,2,NDL,3,> 4,D,59,H,178000,U
291,03080 34 D-14.599-201401031520925016624,03080 34 D,14.599,2.01E+20,5,DL,3,> 4,D,59,H,178000,U
292,03080 34 D-14.645-201401071535925015869,03080 34 D,14.645,2.01E+20,5,DL,2,> 4,D,59,H,178000,U
293,03080 34 D-16.863-201401091650349600266,03080 34 D,16.863,2.01E+20,4,DL,2,> 4,D,50,H,179000,U
294,03080 34MD-2.877-201401030950925016624,03080 34MD,2.877,2.01E+20,5,DL,3,> 4,D,60,H,144000,U
295,03080 34MD-3.891-201401101200925018014,03080 34MD,3.891,2.01E+20,5,DL,2,> 4,D,60,H,134000,U
296,03080 34MD-4.79-201401072309925018735,03080 34MD,4.79,2.01E+20,4,NDL,1,> 4,D,54,H,134000,U
297,03080 34MD-7.43-201401021745925016731,03080 34MD,7.43,2.01E+20,4,NDL,4,> 4,D,54,H,134000,U
298,03080 34MD-7.74-201401080505925017127,03080 34MD,7.74,2.01E+20,4,NDL,1,> 4,D,54,H,132000,U
299,03080 34MD-7.791-201401111128925017425,03080 34MD,7.791,2.01E+20,4,DL,1,> 4,D,54,H,132000,U
300,03080 34MD-8.09-201401140755925015518,03080 34MD,8.09,2.01E+20,5,DL,4,> 4,D,54,H,132000,U
301,03080 34RD-11.36-201401021444925013736,03080 34RD,11.36,2.01E+20,3,DL,1,> 4,D,25,H,211000,U
302,03080 57 D-0.227-201401101825570100108,03080 57 D,0.227,2.01E+20,4,NDL,3,> 4,D,32,H,94000,U
303,03080 57 D-0.27-201401101800928016292,03080 57 D,0.27,2.01E+20,5,NDL,2,> 4,D,32,H,96000,U
304,03080 57 D-0.33-201401101900928016027,03080 57 D,0.33,2.01E+20,5,NDL,2,> 4,D,32,H,96000,U
305,03080 57 D-0.51-201401010353928016520,03080 57 D,0.51,2.01E+20,3,DL,2,> 4,D,32,H,96000,U
306,03080 57 D-2.59-201401101800928015492,03080 57 D,2.59,2.01E+20,4,NDL,2,> 4,D,32,H,98000,U
307,03080 57 D-3.98-201401141555928017763,03080 57 D,3.98,2.01E+20,5,DL,2,> 4,D,33,H,105000,R
308,03080 57 D-4.48-201401031440928016292,03080 57 D,4.48,2.01E+20,3,DL,1,> 4,D,36,H,105000,R
309,03080 57 D-5.21-201401141540928017883,03080 57 D,5.21,2.01E+20,5,DL,2,> 4,D,36,H,105000,R
310,03080 57 D-5.81-201401130930928017375,03080 57 D,5.81,2.01E+20,5,DL,1,> 4,D,22,H,106000,R
311,03080 57 D-6.23-201401040525928015485,03080 57 D,6.23,2.01E+20,2,NDL,2,> 4,D,22,H,106000,R
312,03080 57 D-8.08-201401130732928017763,03080 57 D,8.08,2.01E+20,5,DL,2,> 4,D,22,H,106000,R
313,03080 57 D-8.68-201401121910928014853,03080 57 D,8.68,2.01E+20,4,NDL,2,> 4,D,22,H,106000,R
314,03080 57RD-10.33-201401130812928017375,03080 57RD,10.33,2.01E+20,5,DL,3,> 4,D,60,H,45730,U
315,03084 57 U-11.57-201401131152928017763,03084 57 U,11.57,2.01E+20,2,DL,2,2,UD,0,I,1300,R
316,03089 09 U-10.18-201401052105924618418,03089 09 U,10.18,2.01E+20,2,NDL,1,2,UD,0,L,3800,R
317,03089 09 U-4.39-201401112040924618418,03089 09 U,4.39,2.01E+20,4,NDL,1,2,UD,0,H,2530,R
318,03089 09 U-4.5-201401040935924615992,03089 09 U,4.5,2.01E+20,5,DL,1,2,UD,0,H,2530,R
319,03089 31 U-14.01-201401100412922215908,03089 31 U,14.01,2.01E+20,5,NDL,1,2,UD,0,H,10100,R
320,03089 31 U-19.47-201401081825922220072,03089 31 U,19.47,2.01E+20,5,NDL,1,2,UD,0,H,10100,R
321,03089 46 U-9.26-201401141130916512089,03089 46 U,9.26,2.01E+20,5,DL,1,2,UD,0,I,1687,R
322,03089 46 U-9.35-201401140625916519781,03089 46 U,9.35,2.01E+20,4,NDL,1,2,UD,0,I,1687,R
323,03099 04 D-26.21-201401101208924116932,03099 04 D,26.21,2.01E+20,3,DL,2,4,D,46,I,24248,R
324,03099 04 D-29.35-201401111034924116711,03099 04 D,29.35,2.01E+20,4,DL,2,4,D,46,I,29108,U
325,03099 04RD-31.31-201401052035924113661,03099 04RD,31.31,2.01E+20,5,NDL,1,4,D,46,H,49500,U
326,03099 04RD-31.9-201401140015924116246,03099 04RD,31.9,2.01E+20,5,NDL,2,4,D,46,H,70000,U
327,03099 04RD-32.54-201401051145924116609,03099 04RD,32.54,2.01E+20,5,DL,2,4,D,46,H,73000,U
328,03099 04RD-32.87-201401081800924113661,03099 04RD,32.87,2.01E+20,5,NDL,3,4,D,46,H,73000,U
329,03099 34 D-17.31-201401080800925215006,03099 34 D,17.31,2.01E+20,5,DL,3,> 4,D,22,H,126000,U
330,03099 34 D-17.91-201401140940925214977,03099 34 D,17.91,2.01E+20,5,DL,2,> 4,D,17,H,162000,U
331,03099 34 D-18.33-201401081730925214755,03099 34 D,18.33,2.01E+20,4,NDL,3,> 4,D,6,H,162000,U
332,03099 34 D-19.71-201401101230925217939,03099 34 D,19.71,2.01E+20,5,DL,3,> 4,D,6,H,179000,U
333,03099 34 D-2.68-201401010345925216616,03099 34 D,2.68,2.01E+20,5,NDL,1,4,D,46,H,62000,U
334,03099 34 D-20.81-201401140640925217325,03099 34 D,20.81,2.01E+20,5,NDL,1,> 4,D,16,H,179000,U
335,03099 34 D-20.91-201401051955925218937,03099 34 D,20.91,2.01E+20,5,NDL,2,> 4,D,16,H,178000,U
336,03099 34 D-20.94-201401131125925217663,03099 34 D,20.94,2.01E+20,5,DL,2,> 4,D,16,H,178000,U
337,03099 34 D-21.25-201401071357925214755,03099 34 D,21.25,2.01E+20,5,DL,1,> 4,D,16,H,178000,U
338,03099 34 D-21.63-201401140855925214977,03099 34 D,21.63,2.01E+20,5,DL,3,> 4,D,16,H,172000,U
339,03099 34 D-21.92-201401100630925217939,03099 34 D,21.92,2.01E+20,5,DL,2,> 4,D,16,H,172000,U
340,03099 34 D-21.95-201401021715925214755,03099 34 D,21.95,2.01E+20,5,NDL,2,> 4,D,16,H,191000,U
341,03099 34 D-22-201401091749925214755,03099 34 D,22,2.01E+20,5,NDL,2,> 4,D,16,H,191000,U
342,03099 34 D-22.16-201401091750925213732,03099 34 D,22.16,2.01E+20,5,NDL,3,> 4,D,16,H,191000,U
343,03099 34 D-23.04-201401101840925217142,03099 34 D,23.04,2.01E+20,5,NDL,3,> 4,D,16,H,191000,U
344,03099 34 D-23.3-201401091105925217663,03099 34 D,23.3,2.01E+20,5,DL,2,> 4,D,16,H,211000,U
345,03099 34 D-23.43-201401041545925218723,03099 34 D,23.43,2.01E+20,4,DL,5,> 4,D,16,H,211000,U
346,03099 34 D-23.6-201401101818925218937,03099 34 D,23.6,2.01E+20,5,NDL,6,> 4,D,16,H,211000,U
347,03099 34 D-23.63-201401101735925218937,03099 34 D,23.63,2.01E+20,5,DL,2,> 4,D,16,H,211000,U
348,03099 34 D-23.67-201401091340925217663,03099 34 D,23.67,2.01E+20,5,DL,3,> 4,D,16,H,211000,U
349,03099 34 D-23.67-201401091340925218073,03099 34 D,23.67,2.01E+20,3,DL,1,> 4,D,16,H,211000,U
350,03099 34 D-23.68-201401021730925214755,03099 34 D,23.68,2.01E+20,5,DL,3,> 4,D,16,H,211000,U
351,03099 34 D-23.68-201401101845925218723,03099 34 D,23.68,2.01E+20,4,NDL,2,> 4,D,16,H,211000,U
352,03099 34 D-23.914-201401051105925200001,03099 34 D,23.914,2.01E+20,5,DL,2,> 4,D,16,H,211000,U
353,03099 34 D-23.914-201401070850925215006,03099 34 D,23.914,2.01E+20,5,DL,2,> 4,D,16,H,211000,U
354,03099 34 D-3.71-201401141600925218723,03099 34 D,3.71,2.01E+20,5,DL,2,4,D,46,H,64000,R
355,03099 34 D-4.31-201401131841925218591,03099 34 D,4.31,2.01E+20,1,NDL,1,4,D,46,H,64000,R
356,03099 51 D-0.96-201401031210928517118,03099 51 D,0.96,2.01E+20,5,DL,2,4,D,46,H,30000,R
357,03099 51 D-28.69-201401040930928518286,03099 51 D,28.69,2.01E+20,4,DL,2,> 4,D,12,I,29000,U
358,03099 51 D-29.28-201401062040928518981,03099 51 D,29.28,2.01E+20,4,NDL,2,> 4,D,12,I,30435,U
359,03099 51 D-6.85-201401011305928516290,03099 51 D,6.85,2.01E+20,3,DL,1,4,D,46,H,30000,R
360,03099 51 D-7.28-201401092030928517534,03099 51 D,7.28,2.01E+20,5,NDL,2,> 4,D,55,H,30000,R
361,03099 51 U-13.07-201401130815928514401,03099 51 U,13.07,2.01E+20,1,DL,2,2,UD,0,H,15078,R
362,03099 51TD-30.64-201401091643510204069,03099 51TD,30.64,2.01E+20,5,DL,2,> 4,D,24,I,19800,U
363,03113 51 U-16.36-201401071729928516343,03113 51 U,16.36,2.01E+20,4,NDL,3,2,UD,0,H,3250,R
364,03113 57 U-11.35-201401021751928016144,03113 57 U,11.35,2.01E+20,5,NDL,1,2,UD,0,I,6600,B
365,03149 04MD-4.62-201401081500924013276,03149 04MD,4.62,2.01E+20,1,DL,2,4,D,73,H,15700,R
366,03149 04RD-4.95-201401081500924018808,03149 04RD,4.95,2.01E+20,5,DL,2,4,D,54,H,15700,R
367,03160 34 U-1.69-201401112100925217325,03160 34 U,1.69,2.01E+20,2,NDL,1,2,UD,0,I,5139,R
368,03160 34 U-19.7-201401010230925219040,03160 34 U,19.7,2.01E+20,3,NDL,1,2,UD,0,I,1500,R
369,03160 34LU-6.56-201401131455925218782,03160 34LU,6.56,2.01E+20,5,DL,2,2,UD,0,I,13666,R
370,03160 34RD-44.98-201401110538340400480,03160 34RD,44.98,2.01E+20,4,NDL,1,4,D,60,H,35500,U
371,03162 04 D-14.3-201401141723040400597,03162 04 D,14.3,2.01E+20,5,NDL,2,2,D,12,I,7200,B
372,03162 04 D-16.32-201401081545040400597,03162 04 D,16.32,2.01E+20,5,DL,2,4,D,12,L,26500,B
373,03162 04 U-16.01-201401131535040400585,03162 04 U,16.01,2.01E+20,4,DL,5,4,UD,0,L,14776,B
374,03162 04 U-17.04-201401101538040400529,03162 04 U,17.04,2.01E+20,3,DL,2,2,UD,0,L,14145,B
375,03162 04 U-17.08-201401141614040400631,03162 04 U,17.08,2.01E+20,5,DL,3,2,UD,0,L,14145,B
376,03162 04 U-17.18-201401071230040400559,03162 04 U,17.18,2.01E+20,5,DL,2,2,UD,0,L,22000,B
377,03162 04 U-19.37-201401061518924017566,03162 04 U,19.37,2.01E+20,5,DL,3,2,UD,0,I,11900,B
378,03174 31 U-0.88-201401092337310000128,03174 31 U,0.88,2.01E+20,2,NDL,2,2,UD,0,I,7500,R
379,03193 09 U-9.64-201401031145924515609,03193 09 U,9.64,2.01E+20,5,DL,1,2,UD,0,I,5400,R
380,03193 09RU-10.65-201401121845924517728,03193 09RU,10.65,2.01E+20,5,NDL,1,2,UD,0,I,5400,R
381,03244 34 D-0.23-201401060900925015518,03244 34 D,0.23,2.01E+20,4,DL,3,> 4,D,99,I,15700,U
382,03395 46RL-2.97-201401032215916519993,03395 46RL,2.97,2.01E+20,3,NDL,2,2,D,99,H,4600,R
383,04001 21 U-0.17-201401080815935017978,04001 21 U,0.17,2.01E+20,4,DL,2,2,UD,0,L,30949,U
384,04001 21 U-25.51-201401110200935019777,04001 21 U,25.51,2.01E+20,5,NDL,1,2,UD,0,I,1662,R
385,04001 21 U-3.35-201401111615935020647,04001 21 U,3.35,2.01E+20,5,DL,2,2,UD,0,I,5600,U
386,04001 21 U-39.31-201401041340935019777,04001 21 U,39.31,2.01E+20,5,DL,1,2,UD,0,I,1300,R
387,04001 21 U-40.42-201401051430935019216,04001 21 U,40.42,2.01E+20,5,DL,2,2,UD,0,I,1300,R
388,04001 38 D-4.52-201401090748380100132,04001 38 D,4.52,2.01E+20,5,DL,1,> 4,D,5,L,66000,U
389,04001 38 D-4.97-201401130031380100110,04001 38 D,4.97,2.01E+20,5,NDL,2,> 4,D,5,L,66000,U
390,04001 41 U-34.961-201401141708933019055,04001 41 U,34.961,2.01E+20,3,DL,2,2,UD,0,H,15569,B
391,04001 41RD-46.434-201401080930933518053,04001 41RD,46.434,2.01E+20,5,DL,1,4,D,22,H,40000,U
392,04001 49 U-5.38-201401011545936015552,04001 49 U,5.38,2.01E+20,5,DL,2,2,UD,0,H,3900,R
393,04001 49 U-6.3-201401042000936018859,04001 49 U,6.3,2.01E+20,4,NDL,1,2,UD,0,H,6300,R
394,04004 07 D-12.93-201401070605932016964,04004 07 D,12.93,2.01E+20,3,NDL,1,4,D,46,I,79000,U
395,04004 07 D-21.15-201401072020932019465,04004 07 D,21.15,2.01E+20,5,NDL,2,4,D,42,H,128000,U
396,04004 07 D-23.161-201401061509070800281,04004 07 D,23.161,2.01E+20,4,DL,3,> 4,D,80,H,111000,U
397,04004 07 D-24.52-201401010750932020295,04004 07 D,24.52,2.01E+20,3,DL,2,4,D,16,H,105000,U
398,04004 07 D-25.61-201401081910932016788,04004 07 D,25.61,2.01E+20,5,NDL,2,4,D,30,H,105000,U
399,04004 07 D-26.189-201401131805932018847,04004 07 D,26.189,2.01E+20,5,NDL,2,4,D,30,H,108000,U
400,04004 07 D-45.32-201401141802932016788,04004 07 D,45.32,2.01E+20,5,NDL,2,4,D,45,I,18700,B
401,04004 07 D-45.33-201401031225932016503,04004 07 D,45.33,2.01E+20,4,DL,1,4,D,45,I,18700,B
402,04004 07 D-45.33-201401081527932018620,04004 07 D,45.33,2.01E+20,5,DL,1,4,D,45,I,18700,B
403,04004 07MU-35.2-201401031755932016788,04004 07MU,35.2,2.01E+20,5,NDL,2,3,UD,0,H,36698,R
404,04004 07RD-10.56-201401040347932019866,04004 07RD,10.56,2.01E+20,5,NDL,1,> 4,D,46,H,76000,U
405,04004 07RD-13.65-201401070825932016964,04004 07RD,13.65,2.01E+20,5,DL,2,4,D,78,H,77000,U
406,04004 07RD-15.33-201401071515932018371,04004 07RD,15.33,2.01E+20,5,DL,4,> 4,D,99,H,90000,U
407,04004 07RD-15.603-201401021810932016584,04004 07RD,15.603,2.01E+20,4,NDL,2,> 4,D,99,H,148000,U
408,04004 07RD-16.73-201401060615932016713,04004 07RD,16.73,2.01E+20,5,DL,2,4,D,99,H,148000,U
409,04004 07RD-16.73-201401112050932019465,04004 07RD,16.73,2.01E+20,4,NDL,2,4,D,99,H,148000,U
410,04004 07RD-17.2-201401130815932019099,04004 07RD,17.2,2.01E+20,5,DL,3,> 4,D,99,H,145000,U
411,04004 07RD-17.37-201401081655932013800,04004 07RD,17.37,2.01E+20,4,NDL,2,> 4,D,88,H,145000,U
412,04004 07RD-17.54-201401121656932019945,04004 07RD,17.54,2.01E+20,5,NDL,2,> 4,D,88,H,145000,U
413,04004 07RD-18.26-201401121655932019914,04004 07RD,18.26,2.01E+20,5,NDL,2,> 4,D,88,H,145000,U
414,04004 07RD-20.066-201401061233932019195,04004 07RD,20.066,2.01E+20,5,DL,1,> 4,D,99,H,129000,U
415,04004 07RD-20.24-201401101115932019099,04004 07RD,20.24,2.01E+20,5,DL,2,> 4,D,99,H,128000,U
416,04004 07RD-20.294-201401132030932019458,04004 07RD,20.294,2.01E+20,4,NDL,2,> 4,D,99,H,128000,U
417,04004 07RD-28.54-201401101535932016788,04004 07RD,28.54,2.01E+20,5,DL,2,4,D,54,H,86000,U
418,04004 07RD-29.08-201401090830932016094,04004 07RD,29.08,2.01E+20,5,DL,2,4,D,54,H,72000,U
419,04004 07RD-29.104-201401061745932019465,04004 07RD,29.104,2.01E+20,5,NDL,2,4,D,54,H,72000,U
420,04004 07RD-32.64-201401071225932016094,04004 07RD,32.64,2.01E+20,5,DL,2,3,D,40,H,49500,R
421,04004 07RD-33.72-201401081305932016503,04004 07RD,33.72,2.01E+20,5,DL,1,3,D,40,H,44500,R
422,04004 07RD-44.367-201401082050932018620,04004 07RD,44.367,2.01E+20,3,NDL,2,4,D,6,I,21600,B
423,04004 07RD-44.37-201401080645932016503,04004 07RD,44.37,2.01E+20,4,NDL,2,4,D,12,I,18700,B
424,04004 07RD-8.449-201401032259071400120,04004 07RD,8.449,2.01E+20,5,NDL,2,> 4,D,46,H,44000,U
425,04004 07RR-2.25-201401090140932019559,04004 07RR,2.25,2.01E+20,5,NDL,1,2,D,50,H,44644,U
426,04004 07RR-2.344-201401140800932016713,04004 07RR,2.344,2.01E+20,4,DL,2,2,D,50,H,44644,U
427,04009 43 U-0.68-201401121200934020302,04009 43 U,0.68,2.01E+20,4,DL,1,2,UD,0,I,3100,R
428,04009 43 U-3.71-201401051431934020670,04009 43 U,3.71,2.01E+20,2,DL,2,2,UD,0,I,3100,R
429,04012 48 U-7.97-201401091535936516505,04012 48 U,7.97,2.01E+20,4,DL,2,2,UD,0,H,14000,R
430,04012 48RD-4.072-201401011939480300504,04012 48RD,4.072,2.01E+20,4,NDL,1,4,D,30,I,35897,U
431,04012 49 D-18.85-201401131045490500394,04012 49 D,18.85,2.01E+20,3,DL,4,4,D,18,I,37168,U
432,04012 49 D-21.61-201401141345936016652,04012 49 D,21.61,2.01E+20,3,DL,1,2,D,4,I,20643,U
433,04012 49 D-35.32-201401100740932518400,04012 49 D,35.32,2.01E+20,5,DL,2,2,D,11,H,23129,B
434,04012 49 U-23.15-201401011350936015434,04012 49 U,23.15,2.01E+20,4,DL,2,2,UD,0,H,20261,U
435,04012 49 U-35.61-201401111530932519181,04012 49 U,35.61,2.01E+20,5,DL,2,2,UD,0,H,22770,B
436,04012 49RD-14.45-201401120140936020369,04012 49RD,14.45,2.01E+20,5,NDL,1,4,D,46,H,40500,U
437,04012 49RD-15.902-201401062025936018482,04012 49RD,15.902,2.01E+20,5,NDL,1,4,D,46,H,77000,U
438,04012 49RD-16.04-201401111420936019359,04012 49RD,16.04,2.01E+20,5,DL,2,4,D,46,H,74000,U
439,04013 01 D-4.84-201401142315937017150,04013 01 D,4.84,2.01E+20,5,NDL,1,4,D,46,H,50000,U
440,04013 01 U-11.61-201401072210010300104,04013 01 U,11.61,2.01E+20,5,NDL,2,4,UD,0,I,19000,U
441,04013 01 U-12.71-201401031142010300088,04013 01 U,12.71,2.01E+20,4,DL,2,4,UD,0,I,19554,U
442,04017 43 D-0.91-201401052315934020685,04017 43 D,0.91,2.01E+20,4,NDL,1,4,D,6,I,62000,U
443,04017 43 D-0.92-201401052318934020685,04017 43 D,0.92,2.01E+20,5,NDL,2,4,D,6,I,62000,U
444,04017 43 D-1.181-201401060730934015694,04017 43 D,1.181,2.01E+20,5,DL,2,4,D,6,I,62000,U
445,04017 43 D-1.55-201401021745934020660,04017 43 D,1.55,2.01E+20,5,NDL,6,4,D,6,I,63000,U
446,04017 43 D-12.06-201401101340934020601,04017 43 D,12.06,2.01E+20,3,DL,2,> 4,D,22,H,82000,U
447,04017 43 D-12.14-201401030845934017641,04017 43 D,12.14,2.01E+20,5,DL,2,> 4,D,22,H,82000,U
448,04017 43 D-12.45-201401091810934019926,04017 43 D,12.45,2.01E+20,5,NDL,2,> 4,D,22,H,82000,U
449,04017 43 D-12.481-201401011520934020660,04017 43 D,12.481,2.01E+20,5,DL,2,> 4,D,12,H,82000,U
450,04017 43 D-13.741-201401051750934018399,04017 43 D,13.741,2.01E+20,5,NDL,2,> 4,D,22,H,82000,U
451,04017 43 D-13.83-201401090655934017641,04017 43 D,13.83,2.01E+20,5,NDL,2,> 4,D,22,H,82000,U
452,04017 43 D-2.59-201401041130934019348,04017 43 D,2.59,2.01E+20,4,DL,2,4,D,12,I,63000,U
453,04017 43 D-8.29-201401082107934019621,04017 43 D,8.29,2.01E+20,5,NDL,1,4,D,46,H,82000,U
454,04024 01RD-2.31-201401131209937018579,04024 01RD,2.31,2.01E+20,4,DL,2,> 4,D,99,H,145000,U
455,04024 01RD-4.64-201401130845937018579,04024 01RD,4.64,2.01E+20,3,DL,2,> 4,D,22,H,140000,U
456,04024 01RD-5.04-201401141825937018192,04024 01RD,5.04,2.01E+20,5,NDL,2,> 4,D,22,H,140000,U
457,04024 01RD-5.4-201401091413937018579,04024 01RD,5.4,2.01E+20,5,DL,2,> 4,D,22,H,147000,U
458,04024 07RD-0.07-201401060814937001879,04024 07RD,0.07,2.01E+20,4,DL,3,> 4,D,50,H,153000,U
459,04024 07RD-4.61-201401131830932010179,04024 07RD,4.61,2.01E+20,5,NDL,2,> 4,D,84,H,167000,U
460,04024 07RD-7.556-201401032332932019151,04024 07RD,7.556,2.01E+20,5,NDL,1,> 4,D,80,H,182000,U
461,04029 28 D-1.67-201401032233280050339,04029 28 D,1.67,2.01E+20,4,NDL,2,4,D,44,H,46701,U
