"State_arrived","state_departed","movement_estimate","movement_moe"
"West Virginia","Indiana",178,217
"West Virginia","Iowa",119,155
"West Virginia","Kansas",45,84
"West Virginia","Kentucky",1518,979
"West Virginia","Louisiana",0,207
"West Virginia","Maine",223,242
"West Virginia","Maryland",3976,1383
"West Virginia","Massachusetts",425,405
"West Virginia","Michigan",316,244
"West Virginia","Minnesota",433,642
"West Virginia","Mississippi",0,207
"West Virginia","Missouri",361,466
"West Virginia","Montana",0,207
"West Virginia","Nebraska",96,160
"West Virginia","Nevada",64,101
"West Virginia","New Hampshire",37,67
"West Virginia","New Jersey",527,406
"West Virginia","New Mexico",0,207
"West Virginia","New York",546,400
"West Virginia","North Carolina",2515,1204
"West Virginia","North Dakota",0,207
"West Virginia","Ohio",4985,1344
"West Virginia","Oklahoma",117,207
"West Virginia","Oregon",53,95
"West Virginia","Pennsylvania",5706,1987
"West Virginia","Rhode Island",124,189
"West Virginia","South Carolina",2882,1820
"West Virginia","South Dakota",0,207
"West Virginia","Tennessee",402,340
"West Virginia","Texas",927,695
"West Virginia","Utah",0,207
"West Virginia","Vermont",19,34
"West Virginia","Virginia",6008,1904
"West Virginia","Washington",129,208
"West Virginia","West Virginia",NA,NA
"West Virginia","Wisconsin",41,82
"West Virginia","Wyoming",0,207
"West Virginia","Puerto Rico",606,528
"Wisconsin","Alabama",678,552
"Wisconsin","Alaska",1070,969
"Wisconsin","Arizona",1917,909
"Wisconsin","Arkansas",290,401
"Wisconsin","California",6886,2792
"Wisconsin","Colorado",3125,1305
"Wisconsin","Connecticut",826,549
"Wisconsin","Delaware",0,153
"Wisconsin","District of Columbia",298,251
"Wisconsin","Florida",5168,1953
"Wisconsin","Georgia",1783,962
"Wisconsin","Hawaii",283,284
"Wisconsin","Idaho",93,152
"Wisconsin","Illinois",22402,2914
"Wisconsin","Indiana",1951,771
"Wisconsin","Iowa",4289,1484
"Wisconsin","Kansas",1421,1087
"Wisconsin","Kentucky",1468,952
"Wisconsin","Louisiana",1167,838
"Wisconsin","Maine",175,168
"Wisconsin","Maryland",241,225
"Wisconsin","Massachusetts",584,423
"Wisconsin","Michigan",5307,1215
"Wisconsin","Minnesota",17524,2160
"Wisconsin","Mississippi",581,738
"Wisconsin","Missouri",2796,1877
"Wisconsin","Montana",130,151
"Wisconsin","Nebraska",872,436
"Wisconsin","Nevada",747,486
"Wisconsin","New Hampshire",401,438
"Wisconsin","New Jersey",331,235
"Wisconsin","New Mexico",237,284
"Wisconsin","New York",2337,1003
"Wisconsin","North Carolina",1645,679
"Wisconsin","North Dakota",1369,603
"Wisconsin","Ohio",1049,594
"Wisconsin","Oklahoma",346,318
"Wisconsin","Oregon",639,355
"Wisconsin","Pennsylvania",990,621
"Wisconsin","Rhode Island",146,151
"Wisconsin","South Carolina",948,924
"Wisconsin","South Dakota",763,534
"Wisconsin","Tennessee",1294,765
"Wisconsin","Texas",5049,1575
"Wisconsin","Utah",808,623
"Wisconsin","Vermont",0,153
"Wisconsin","Virginia",1878,971
"Wisconsin","Washington",1682,610
"Wisconsin","West Virginia",572,407
"Wisconsin","Wisconsin",NA,NA
"Wisconsin","Wyoming",1417,1826
"Wisconsin","Puerto Rico",513,479
"Wyoming","Alabama",1227,1468
"Wyoming","Alaska",54,48
"Wyoming","Arizona",757,698
"Wyoming","Arkansas",298,472
"Wyoming","California",3211,1364
"Wyoming","Colorado",3129,887
"Wyoming","Connecticut",109,135
"Wyoming","Delaware",0,207
"Wyoming","District of Columbia",0,207
"Wyoming","Florida",909,619
"Wyoming","Georgia",203,182
"Wyoming","Hawaii",33,81
"Wyoming","Idaho",1792,1182
"Wyoming","Illinois",49,57
"Wyoming","Indiana",616,562
"Wyoming","Iowa",23,26
"Wyoming","Kansas",366,501
"Wyoming","Kentucky",149,172
"Wyoming","Louisiana",201,246
"Wyoming","Maine",136,237
"Wyoming","Maryland",0,207
"Wyoming","Massachusetts",100,172
"Wyoming","Michigan",93,114
"Wyoming","Minnesota",492,485
"Wyoming","Mississippi",0,207
"Wyoming","Missouri",582,570
"Wyoming","Montana",1850,1198
"Wyoming","Nebraska",927,682
"Wyoming","Nevada",2881,2285
"Wyoming","New Hampshire",473,752
"Wyoming","New Jersey",187,262
"Wyoming","New Mexico",377,343
"Wyoming","New York",389,290
"Wyoming","North Carolina",4,12
"Wyoming","North Dakota",265,386
"Wyoming","Ohio",97,123
"Wyoming","Oklahoma",564,570
"Wyoming","Oregon",514,336
"Wyoming","Pennsylvania",447,363
"Wyoming","Rhode Island",0,207
"Wyoming","South Carolina",509,560
"Wyoming","South Dakota",1041,778
"Wyoming","Tennessee",116,157
"Wyoming","Texas",1696,839
"Wyoming","Utah",1746,833
"Wyoming","Vermont",0,207
"Wyoming","Virginia",415,458
"Wyoming","Washington",885,565
"Wyoming","West Virginia",308,411
"Wyoming","Wisconsin",27,37
"Wyoming","Wyoming",NA,NA
"Wyoming","Puerto Rico",0,207
"Puerto Rico","Alabama",141,226
"Puerto Rico","Alaska",0,234
"Puerto Rico","Arizona",110,190
"Puerto Rico","Arkansas",149,200
"Puerto Rico","California",826,856
"Puerto Rico","Colorado",474,487
"Puerto Rico","Connecticut",226,309
"Puerto Rico","Delaware",140,165
"Puerto Rico","District of Columbia",415,404
"Puerto Rico","Florida",10000,3133
"Puerto Rico","Georgia",579,570
"Puerto Rico","Hawaii",0,234
"Puerto Rico","Idaho",264,343
"Puerto Rico","Illinois",652,485
"Puerto Rico","Indiana",106,163
"Puerto Rico","Iowa",0,234
"Puerto Rico","Kansas",0,234
"Puerto Rico","Kentucky",42,72
"Puerto Rico","Louisiana",0,234
"Puerto Rico","Maine",0,234
"Puerto Rico","Maryland",517,583
"Puerto Rico","Massachusetts",2463,1587
"Puerto Rico","Michigan",6,13
"Puerto Rico","Minnesota",0,234
"Puerto Rico","Mississippi",0,234
"Puerto Rico","Missouri",0,234
"Puerto Rico","Montana",0,234
"Puerto Rico","Nebraska",0,234
"Puerto Rico","Nevada",0,234
"Puerto Rico","New Hampshire",63,111
"Puerto Rico","New Jersey",848,669
"Puerto Rico","New Mexico",0,234
"Puerto Rico","New York",3126,1534
"Puerto Rico","North Carolina",1221,1349
"Puerto Rico","North Dakota",79,132
"Puerto Rico","Ohio",1046,710
"Puerto Rico","Oklahoma",0,234
"Puerto Rico","Oregon",131,224
"Puerto Rico","Pennsylvania",3886,2046
"Puerto Rico","Rhode Island",0,234
"Puerto Rico","South Carolina",389,450
"Puerto Rico","South Dakota",0,234
"Puerto Rico","Tennessee",0,234
"Puerto Rico","Texas",809,659
"Puerto Rico","Utah",0,234
"Puerto Rico","Vermont",0,234
"Puerto Rico","Virginia",1348,908
"Puerto Rico","Washington",507,559
"Puerto Rico","West Virginia",0,234
"Puerto Rico","Wisconsin",581,480
"Puerto Rico","Wyoming",0,234
"Puerto Rico","Puerto Rico",NA,NA
